User_ID,Gender,Age,Occupation
1001314,f,18-25,4
1001315,m,36-45,7
1001316,m,51-55,2
1001317,m,46-50,7
1001319,f,26-35,3
1001320,m,26-35,4
1001321,f,26-35,14
1001322,m,55+,0
1001323,f,36-45,2
1001324,m,36-45,16
1001325,m,26-35,1
1001326,f,26-35,0
1001327,m,0-17,10
1001328,m,36-45,14
1001329,m,18-25,14
1001331,m,46-50,0
1001332,m,26-35,7
1001333,m,26-35,17
1001334,m,51-55,7
1001335,m,36-45,0
1001336,f,51-55,20
1001337,m,55+,17
1001338,m,26-35,0
1001339,m,36-45,18
1001340,m,26-35,7
1001341,m,18-25,7
1001342,m,36-45,0
1001343,m,36-45,14
1001344,f,26-35,9
1001345,f,26-35,2
1001346,m,36-45,20
1001347,f,18-25,1
1001348,f,0-17,10
1001349,m,51-55,7
1001350,f,36-45,0
1001351,f,26-35,17
1001352,m,36-45,20
1001353,m,0-17,10
1001354,f,26-35,2
1001355,f,46-50,20
1001356,f,18-25,4
1001357,m,46-50,0
1001358,m,36-45,17
1001359,m,36-45,1
1001360,m,26-35,20
1001361,f,26-35,0
1001362,m,36-45,12
1001364,f,46-50,2
1001365,f,0-17,10
1001366,m,0-17,10
1001367,m,26-35,12
1001369,m,26-35,5
1001370,m,36-45,2
1001371,f,51-55,2
1001372,m,0-17,10
1001373,f,26-35,1
1001374,m,51-55,1
1001375,f,46-50,5
1001376,f,46-50,1
1001377,m,36-45,16
1001378,f,46-50,7
1001380,m,0-17,10
1001381,m,18-25,11
1001383,f,26-35,7
1001384,m,18-25,10
1001385,f,26-35,5
1001386,f,26-35,0
1001387,f,51-55,13
1001388,m,55+,20
1001389,m,26-35,17
1001390,m,36-45,16
1001391,m,36-45,15
1001392,m,46-50,3
1001393,m,18-25,4
1001395,m,26-35,2
1001396,f,26-35,12
1001397,m,36-45,7
1001398,f,55+,16
1001399,m,18-25,17
1001400,m,26-35,7
1001401,f,18-25,1
1001402,m,18-25,4
1001403,f,26-35,0
1001404,m,51-55,16
1001405,m,55+,13
1001406,m,26-35,4
1001407,f,36-45,15
1001408,m,26-35,0
1001409,m,18-25,4
1001410,m,51-55,7
1001411,m,36-45,1
1001412,m,26-35,17
1001413,m,18-25,3
1001414,m,18-25,4
1001415,m,46-50,14
1001417,m,36-45,16
1001418,m,18-25,4
1001420,m,18-25,4
1001421,f,0-17,10
1001422,m,36-45,17
1001423,m,26-35,4
1001424,m,36-45,0
1001425,m,0-17,10
1001426,m,18-25,14
1001427,m,26-35,12
1001428,f,46-50,11
1001429,f,36-45,3
1001430,m,18-25,4
1001432,m,36-45,1
1001433,f,18-25,14
1001434,f,0-17,10
1001436,f,51-55,6
1001437,m,51-55,3
1001438,m,18-25,2
1001439,m,36-45,3
1001440,m,36-45,12
1001441,m,36-45,16
1001442,m,18-25,2
1001443,m,36-45,2
1001444,f,26-35,4
1001446,m,36-45,12
1001447,m,18-25,4
1001448,f,26-35,3
1001449,m,36-45,20
1001450,m,18-25,4
1001451,m,36-45,20
1001454,m,18-25,4
1001455,f,46-50,0
1001457,m,26-35,1
1001458,m,0-17,0
1001459,f,26-35,0
1001460,f,18-25,4
1001461,f,46-50,0
1001463,m,51-55,16
1001464,m,36-45,12
1001465,m,51-55,16
1001466,m,18-25,4
1001467,m,26-35,5
1001468,m,0-17,14
1001469,m,55+,20
1001470,m,18-25,4
1001472,m,26-35,7
1001473,m,26-35,14
1001474,m,26-35,4
1001475,f,26-35,2
1001476,f,18-25,0
1001478,m,0-17,10
1001479,f,51-55,2
1001480,m,26-35,20
1001481,m,36-45,17
1001482,m,26-35,7
1001483,m,18-25,4
1001484,m,26-35,12
1001485,f,26-35,9
1001486,m,26-35,16
1001487,m,36-45,7
1001489,f,36-45,2
1001490,m,51-55,7
1001491,m,18-25,4
1001492,m,26-35,12
1001494,m,26-35,17
1001495,m,18-25,0
1001496,m,26-35,17
1001497,m,51-55,5
1001498,m,18-25,4
1001499,m,0-17,10
1001500,m,26-35,17
1001501,m,26-35,11
1001502,m,18-25,4
1001503,m,26-35,12
1001504,m,18-25,19
1001505,m,51-55,11
1001506,m,26-35,7
1001507,m,36-45,17
1001509,m,0-17,0
1001510,f,26-35,1
1001511,m,36-45,12
1001512,m,26-35,20
1001513,f,36-45,16
1001514,m,18-25,4
1001515,m,26-35,16
1001516,f,26-35,12
1001517,m,18-25,0
1001519,m,18-25,4
1001520,m,26-35,17
1001521,f,26-35,7
1001523,m,26-35,17
1001524,m,18-25,4
1001525,f,26-35,16
1001526,m,55+,17
1001527,m,18-25,10
1001528,m,26-35,15
1001530,m,26-35,4
1001532,m,18-25,14
1001533,m,46-50,1
1001535,f,18-25,20
1001536,f,36-45,3
1001538,m,26-35,3
1001540,m,46-50,0
1001541,m,55+,17
1001542,m,18-25,17
1001543,m,26-35,11
1001544,m,26-35,12
1001545,m,26-35,20
1001546,m,26-35,4
1001547,m,55+,13
1001548,m,36-45,1
1001550,m,18-25,4
1001551,m,26-35,11
1001552,m,46-50,20
1001553,f,26-35,15
1001554,f,36-45,12
1001555,f,18-25,0
1001556,m,18-25,4
1001557,f,18-25,4
1001560,f,26-35,3
1001561,f,18-25,4
1001562,m,18-25,20
1001563,f,0-17,10
1001564,m,51-55,1
1001565,m,46-50,17
1001567,m,26-35,12
1001569,f,55+,13
1001570,m,18-25,17
1001571,m,26-35,20
1001572,f,26-35,3
1001574,m,26-35,6
1001575,f,51-55,7
1001576,f,46-50,9
1001577,m,55+,0
1001578,m,18-25,4
1001579,m,26-35,0
1001581,f,18-25,4
1001582,m,18-25,0
1001583,m,36-45,6
1001584,m,26-35,19
1001585,m,55+,20
1001586,m,46-50,7
1001587,f,26-35,3
1001588,m,26-35,11
1001589,m,26-35,0
1001590,m,36-45,1
1001591,m,51-55,7
1001592,m,36-45,7
1001593,m,26-35,16
1001594,f,36-45,20
1001595,m,36-45,1
1001597,m,26-35,12
1001598,m,36-45,13
1001599,m,26-35,0
1001600,m,36-45,7
1001601,m,26-35,12
1001602,f,26-35,7
1001603,f,26-35,0
1001605,f,18-25,0
1001606,f,36-45,3
1001607,m,46-50,1
1001608,m,26-35,11
1001609,f,36-45,9
1001610,m,26-35,11
1001611,m,26-35,0
1001612,m,26-35,17
1001613,m,18-25,20
1001614,m,36-45,0
1001616,m,26-35,0
1001617,m,26-35,12
1001618,m,51-55,0
1001619,m,51-55,3
1001620,m,26-35,20
1001622,m,18-25,4
1001623,m,51-55,15
1001624,m,26-35,0
1001625,m,46-50,0
1001626,m,18-25,4
1001627,m,18-25,17
1001628,m,18-25,20
1001629,m,18-25,4
1001630,m,46-50,17
1001631,f,51-55,0
1001632,m,26-35,16
1001634,f,55+,0
1001635,m,26-35,0
1001636,f,26-35,19
1001637,m,55+,0
1001639,m,26-35,17
1001640,m,36-45,17
1001641,m,26-35,0
1001642,m,51-55,13
1001643,m,46-50,2
1001644,m,18-25,12
1001645,f,18-25,9
1001646,m,26-35,20
1001647,m,18-25,18
1001648,m,51-55,14
1001649,m,18-25,19
1001650,m,26-35,19
1001651,m,26-35,12
1001654,f,46-50,0
1001655,m,18-25,4
1001656,m,26-35,17
1001657,f,46-50,0
1001658,f,36-45,6
1001659,f,18-25,9
1001660,f,26-35,2
1001663,m,18-25,4
1001665,m,46-50,17
1001666,m,26-35,14
1001667,m,51-55,16
1001668,m,36-45,2
1001669,f,26-35,17
1001670,f,55+,13
1001671,m,36-45,0
1001672,m,26-35,17
1001673,m,0-17,10
1001675,f,26-35,6
1001676,m,18-25,4
1001677,m,18-25,14
1001678,f,18-25,17
1001679,m,26-35,12
1001680,m,26-35,20
1001681,m,18-25,4
1001682,m,26-35,2
1001683,f,26-35,7
1001684,m,18-25,3
1001685,m,36-45,12
1001686,m,36-45,12
1001687,m,26-35,3
1001688,f,18-25,4
1001691,f,26-35,17
1001692,m,36-45,20
1001693,m,26-35,12
1001694,m,26-35,12
1001695,m,26-35,1
1001696,m,36-45,7
1001697,f,18-25,4
1001699,f,26-35,19
1001700,m,26-35,20
1001701,f,26-35,4
1001702,m,18-25,10
1001703,m,18-25,15
1001704,m,26-35,4
1001705,f,18-25,4
1001706,m,26-35,20
1001707,m,51-55,1
1001709,m,26-35,0
1001710,m,18-25,0
1001711,f,18-25,4
1001712,m,26-35,0
1001713,m,26-35,0
1001714,m,26-35,17
1001715,m,26-35,16
1001716,m,26-35,0
1001717,f,51-55,6
1001718,m,18-25,4
1001719,m,18-25,16
1001720,m,18-25,4
1001721,m,18-25,19
1001722,m,36-45,0
1001723,m,36-45,17
1001724,m,18-25,4
1001726,m,26-35,2
1001727,m,36-45,16
1001728,m,18-25,4
1001729,m,26-35,7
1001731,f,18-25,0
1001732,m,18-25,4
1001733,m,18-25,14
1001734,m,46-50,17
1001735,m,18-25,20
1001736,m,55+,8
1001737,m,36-45,20
1001738,m,36-45,16
1001739,m,55+,16
1001740,m,55+,1
1001741,m,36-45,7
1001742,m,26-35,15
1001743,m,36-45,17
1001744,m,36-45,12
1001745,m,46-50,0
1001746,m,26-35,4
1001747,m,26-35,0
1001748,m,51-55,1
1001749,m,26-35,2
1001750,m,51-55,5
1001751,m,36-45,20
1001752,m,26-35,3
1001753,m,36-45,6
1001754,m,18-25,19
1001755,f,18-25,4
1001756,f,26-35,1
1001757,m,26-35,4
1001758,f,26-35,0
1001759,m,26-35,16
1001760,f,26-35,3
1001761,m,36-45,0
1001762,m,26-35,14
1001763,m,36-45,7
1001764,m,18-25,0
1001765,m,18-25,4
1001766,f,46-50,0
1001767,m,26-35,20
1001768,m,46-50,16
1001769,m,26-35,17
1001770,m,36-45,16
1001771,m,26-35,17
1001774,m,26-35,17
1001775,m,26-35,4
1001776,m,26-35,0
1001777,m,26-35,20
1001778,m,18-25,4
1001779,m,18-25,1
1001780,m,36-45,1
1001781,f,36-45,0
1001782,m,46-50,0
1001784,m,18-25,20
1001785,m,18-25,4
1001786,m,46-50,1
1001787,m,18-25,8
1001788,m,46-50,2
1001789,m,0-17,10
1001790,m,26-35,0
1001791,m,18-25,4
1001792,f,26-35,2
1001793,m,26-35,4
1001794,m,26-35,11
1001795,m,18-25,17
1001796,m,51-55,11
1001797,m,36-45,7
1001798,m,46-50,11
1001799,m,36-45,11
1001801,f,26-35,6
1001802,m,18-25,4
1001803,m,26-35,2
1001804,m,26-35,7
1001805,m,18-25,4
1001806,m,18-25,4
1001807,m,18-25,17
1001808,f,18-25,4
1001809,f,26-35,14
1001810,m,51-55,13
1001812,f,26-35,12
1001813,f,36-45,6
1001815,m,0-17,1
1001816,f,36-45,9
1001817,m,36-45,1
1001818,m,0-17,8
1001819,f,36-45,12
1001820,m,26-35,20
1001822,f,26-35,0
1001823,f,36-45,1
1001824,f,18-25,4
1001825,m,26-35,7
1001826,m,46-50,11
1001827,f,26-35,1
1001828,m,18-25,4
1001830,m,18-25,4
1001831,m,18-25,4
1001832,f,18-25,4
1001833,m,18-25,17
1001834,m,36-45,5
1001835,m,26-35,19
1001836,m,26-35,0
1001837,m,26-35,2
1001838,m,36-45,7
1001839,m,18-25,4
1001841,m,18-25,0
1001842,m,18-25,4
1001843,m,26-35,12
1001845,m,26-35,2
1001847,m,18-25,4
1001849,m,36-45,7
1001850,m,18-25,5
1001851,m,26-35,19
1001852,m,26-35,12
1001853,m,51-55,0
1001854,m,26-35,0
1001855,m,18-25,4
1001856,m,55+,7
1001858,f,18-25,4
1001859,f,26-35,4
1001860,m,55+,16
1001861,m,51-55,16
1001862,m,51-55,14
1001863,m,18-25,4
1001865,f,18-25,1
1001866,m,26-35,7
1001867,m,51-55,7
1001868,m,51-55,11
1001870,m,55+,13
1001871,f,46-50,1
1001873,m,36-45,7
1001874,m,46-50,7
1001875,m,36-45,12
1001876,m,26-35,12
1001877,f,46-50,20
1001878,m,0-17,10
1001879,m,26-35,4
1001880,m,36-45,0
1001882,m,36-45,16
1001883,f,51-55,0
1001884,m,46-50,20
1001885,m,51-55,17
1001886,m,26-35,12
1001887,m,55+,15
1001888,m,36-45,12
1001889,m,18-25,14
1001891,m,46-50,1
1001892,m,26-35,20
1001893,f,36-45,0
1001894,f,36-45,7
1001895,m,36-45,14
1001896,m,55+,13
1001897,f,51-55,2
1001899,f,46-50,6
1001901,m,51-55,7
1001902,m,26-35,19
1001903,m,36-45,0
1001904,m,18-25,1
1001905,f,36-45,20
1001907,m,36-45,17
1001908,m,55+,13
1001909,m,18-25,4
1001910,m,0-17,10
1001911,f,18-25,4
1001912,m,26-35,4
1001914,f,36-45,14
1001916,m,46-50,7
1001917,m,18-25,10
1001918,f,46-50,6
1001920,f,36-45,7
1001921,m,55+,12
1001922,f,26-35,7
1001923,m,36-45,7
1001925,m,51-55,7
1001926,f,0-17,0
1001927,m,36-45,7
1001928,m,0-17,10
1001929,f,0-17,10
1001930,m,26-35,15
1001931,m,26-35,2
1001932,m,26-35,7
1001933,m,18-25,19
1001934,m,26-35,17
1001937,m,26-35,11
1001938,f,26-35,2
1001939,f,36-45,2
1001940,m,26-35,12
1001941,m,36-45,17
1001942,m,36-45,5
1001943,m,18-25,4
1001944,f,18-25,4
1001945,m,26-35,20
1001946,m,26-35,14
1001947,m,26-35,7
1001948,m,0-17,10
1001949,m,18-25,17
1001950,m,26-35,12
1001951,f,18-25,4
1001952,m,36-45,1
1001953,f,26-35,2
1001954,m,26-35,16
1001955,m,0-17,19
1001956,m,36-45,0
1001957,f,18-25,4
1001958,f,26-35,1
1001960,m,46-50,7
1001961,f,51-55,3
1001962,f,18-25,1
1001963,f,51-55,9
1001964,f,26-35,6
1001965,m,55+,17
1001966,m,26-35,20
1001967,m,51-55,7
1001968,m,26-35,11
1001969,f,26-35,3
1001970,m,51-55,13
1001971,f,26-35,14
1001972,m,46-50,17
1001973,m,26-35,1
1001974,m,36-45,17
1001976,m,36-45,5
1001977,m,55+,6
1001978,m,0-17,10
1001979,m,55+,17
1001980,m,36-45,7
1001981,m,55+,1
1001982,m,0-17,10
1001983,m,26-35,14
1001984,m,18-25,10
1001985,m,46-50,12
1001986,m,51-55,13
1001988,f,26-35,1
1001989,m,51-55,6
1001990,m,26-35,7
1001992,m,18-25,4
1001993,m,36-45,17
1001994,m,36-45,2
1001995,m,26-35,1
1001996,m,36-45,0
1001997,m,26-35,0
1001998,f,51-55,9
1001999,f,36-45,3
1002000,m,18-25,4
1002001,m,51-55,1
1002002,f,55+,13
1002003,m,0-17,10
1002004,m,46-50,19
1002005,m,18-25,4
1002006,m,36-45,0
1002007,m,51-55,16
1002008,m,26-35,3
1002009,f,36-45,7
1002010,m,18-25,4
1002011,f,36-45,3
1002012,m,26-35,4
1002013,m,46-50,0
1002014,m,18-25,4
1002015,m,18-25,4
1002016,f,55+,2
1002017,m,26-35,17
1002018,m,36-45,16
1002020,m,26-35,7
1002021,m,26-35,0
1002022,m,26-35,7
1002023,m,18-25,4
1002024,m,0-17,19
1002025,m,55+,13
1002026,m,51-55,16
1002027,f,26-35,9
1002028,m,46-50,6
1002029,f,26-35,12
1002030,m,26-35,4
1002031,m,36-45,20
1002032,m,51-55,14
1002033,f,46-50,20
1002034,f,46-50,2
1002035,f,18-25,0
1002036,f,26-35,14
1002037,m,55+,14
1002038,f,46-50,1
1002039,m,51-55,16
1002041,f,26-35,20
1002042,m,0-17,10
1002043,m,26-35,14
1002044,f,46-50,0
1002046,m,36-45,1
1002047,m,0-17,10
1002048,m,51-55,6
1002049,f,51-55,0
1002050,f,36-45,3
1002051,m,36-45,7
1002052,m,0-17,10
1002053,m,46-50,11
1002054,m,26-35,12
1002055,m,51-55,11
1002056,m,26-35,4
1002057,m,36-45,1
1002058,f,55+,1
1002059,m,36-45,0
1002060,m,0-17,1
1002062,m,18-25,4
1002063,m,26-35,4
1002064,m,36-45,1
1002065,m,26-35,6
1002066,f,26-35,6
1002067,m,51-55,16
1002068,f,36-45,12
1002069,m,55+,15
1002070,f,36-45,6
1002071,m,46-50,7
1002072,f,51-55,12
1002073,f,18-25,4
1002074,m,18-25,4
1002075,f,26-35,4
1002076,m,18-25,4
1002078,m,18-25,4
1002079,m,0-17,10
1002081,m,18-25,17
1002083,m,18-25,4
1002084,m,18-25,4
1002085,m,18-25,0
1002086,m,36-45,14
1002087,m,26-35,0
1002088,m,51-55,7
1002089,m,36-45,17
1002090,m,36-45,17
1002091,f,36-45,20
1002092,m,55+,1
1002093,m,18-25,0
1002094,m,36-45,2
1002095,m,55+,13
1002096,f,26-35,17
1002097,m,18-25,5
1002098,m,36-45,20
1002099,f,18-25,0
1002100,f,26-35,0
1002101,m,26-35,16
1002102,m,26-35,11
1002103,m,36-45,12
1002104,m,46-50,15
1002105,m,26-35,1
1002106,f,18-25,20
1002108,m,0-17,10
1002109,m,26-35,16
1002110,m,51-55,11
1002111,m,55+,13
1002112,f,46-50,12
1002113,m,26-35,6
1002114,m,18-25,18
1002115,m,36-45,17
1002116,m,18-25,4
1002117,m,55+,13
1002119,m,36-45,4
1002121,m,55+,13
1002122,m,36-45,12
1002123,f,36-45,0
1002124,m,26-35,0
1002125,m,36-45,3
1002126,m,55+,14
1002127,m,18-25,4
1002129,m,26-35,5
1002130,m,46-50,0
1002131,m,26-35,0
1002132,m,55+,14
1002134,m,18-25,10
1002136,m,36-45,18
1002137,f,0-17,10
1002138,f,18-25,4
1002139,f,51-55,3
1002140,m,46-50,14
1002141,f,51-55,16
1002143,m,18-25,4
1002144,m,18-25,0
1002145,m,18-25,10
1002146,m,18-25,2
1002147,f,18-25,0
1002148,f,18-25,0
1002149,m,26-35,0
1002150,f,18-25,4
1002151,m,55+,13
1002152,m,18-25,4
1002153,m,18-25,16
1002154,m,26-35,12
1002155,f,0-17,10
1002156,m,18-25,19
1002157,f,18-25,3
1002158,m,26-35,12
1002159,f,51-55,14
1002160,f,18-25,19
1002161,f,36-45,2
1002162,f,0-17,10
1002163,m,18-25,0
1002164,m,36-45,0
1002165,m,26-35,7
1002166,m,0-17,10
1002167,f,26-35,6
1002168,m,0-17,10
1002169,m,0-17,0
1002170,f,51-55,16
1002171,m,36-45,0
1002172,m,18-25,20
1002173,m,51-55,13
1002174,m,51-55,12
1002175,m,26-35,4
1002176,m,0-17,19
1002177,f,36-45,20
1002178,m,46-50,14
1002179,f,26-35,0
1002180,m,26-35,12
1002181,m,26-35,0
1002183,f,55+,1
1002184,m,18-25,4
1002185,m,46-50,17
1002186,m,18-25,5
1002187,m,46-50,16
1002188,f,18-25,19
1002189,m,0-17,10
1002190,f,26-35,15
1002192,f,26-35,0
1002193,m,0-17,10
1002194,m,26-35,17
1002195,m,0-17,10
1002196,m,26-35,12
1002197,f,26-35,1
1002198,f,36-45,9
1002199,m,0-17,10
1002200,m,36-45,1
1002201,m,55+,20
1002202,f,0-17,10
1002203,m,46-50,12
1002204,m,55+,3
1002205,f,26-35,7
1002206,m,46-50,7
1002207,m,18-25,4
1002208,m,26-35,0
1002209,m,36-45,7
1002210,m,46-50,17
1002211,m,46-50,6
1002212,m,18-25,4
1002213,f,26-35,0
1002214,f,26-35,1
1002215,f,26-35,0
1002216,f,26-35,20
1002217,m,0-17,10
1002218,m,36-45,17
1002219,m,26-35,6
1002220,f,51-55,3
1002221,m,55+,17
1002222,f,46-50,1
1002223,m,26-35,2
1002224,m,26-35,12
1002225,m,26-35,5
1002228,m,26-35,12
1002230,f,46-50,1
1002231,m,51-55,11
1002232,m,26-35,14
1002233,f,36-45,3
1002234,m,55+,1
1002235,m,0-17,10
1002236,m,0-17,10
1002237,f,36-45,6
1002238,f,26-35,4
1002239,m,18-25,10
1002240,m,46-50,12
1002241,m,46-50,5
1002242,m,18-25,4
1002243,m,46-50,2
1002245,m,0-17,10
1002247,m,46-50,2
1002248,f,36-45,12
1002249,m,26-35,5
1002250,m,18-25,19
1002251,m,36-45,14
1002252,f,18-25,1
1002253,f,51-55,0
1002254,m,36-45,5
1002255,f,36-45,6
1002256,f,46-50,15
1002257,f,18-25,4
1002258,f,18-25,4
1002259,f,55+,16
1002260,f,26-35,20
1002261,m,26-35,5
1002262,m,46-50,17
1002263,m,26-35,6
1002264,f,46-50,7
1002265,m,55+,13
1002266,f,51-55,2
1002267,f,55+,13
1002268,f,36-45,1
1002270,m,18-25,1
1002271,m,51-55,14
1002272,m,26-35,0
1002273,m,26-35,6
1002274,m,18-25,2
1002275,m,55+,7
1002276,m,55+,13
1002278,m,51-55,17
1002279,m,51-55,7
1002280,m,55+,6
1002281,m,46-50,11
1002283,m,36-45,18
1002284,m,26-35,20
1002285,f,0-17,10
1002286,m,36-45,17
1002287,m,55+,0
1002288,m,0-17,10
1002289,f,51-55,1
1002291,m,46-50,1
1002292,m,51-55,15
1002293,f,55+,3
1002294,m,55+,13
1002296,f,26-35,6
1002297,m,55+,13
1002298,m,36-45,17
1002299,f,18-25,10
1002300,m,55+,13
1002302,m,51-55,12
1002303,m,51-55,17
1002304,m,46-50,12
1002305,m,51-55,20
1002306,f,18-25,4
1002307,m,26-35,17
1002308,f,46-50,16
1002309,f,46-50,0
1002310,m,46-50,12
1002311,f,26-35,4
1002313,f,51-55,6
1002314,f,26-35,1
1002316,m,36-45,0
1002318,m,55+,7
1002319,m,36-45,7
1002320,f,51-55,1
1002321,m,26-35,7
1002322,f,55+,13
1002323,m,36-45,3
1002324,m,36-45,17
1002325,f,18-25,4
1002327,m,18-25,10
1002329,f,55+,15
1002330,m,46-50,7
1002331,m,55+,1
1002332,m,55+,14
1002334,f,55+,7
1002335,m,51-55,17
1002336,m,36-45,18
1002338,m,46-50,17
1002339,f,55+,3
1002340,m,36-45,2
1002341,m,55+,1
1002342,m,36-45,3
1002343,f,46-50,1
1002344,m,26-35,12
1002346,f,0-17,10
1002347,m,36-45,1
1002348,m,51-55,12
1002349,m,26-35,8
1002350,m,18-25,4
1002351,f,26-35,0
1002352,m,51-55,13
1002353,f,36-45,9
1002354,m,36-45,11
1002355,f,46-50,9
1002357,f,36-45,14
1002359,m,55+,13
1002361,m,55+,7
1002362,m,26-35,14
1002364,f,55+,9
1002365,m,51-55,7
1002366,f,46-50,16
1002367,f,26-35,9
1002368,f,55+,13
1002369,m,36-45,14
1002370,m,51-55,1
1002371,f,36-45,7
1002372,f,46-50,7
1002374,m,26-35,14
1002376,m,26-35,1
1002378,m,26-35,3
1002379,m,18-25,18
1002380,m,26-35,4
1002381,f,36-45,9
1002382,m,51-55,13
1002383,f,26-35,14
1002386,f,26-35,0
1002387,m,26-35,17
1002389,m,26-35,16
1002390,f,26-35,6
1002391,m,51-55,18
1002392,f,55+,3
1002393,m,55+,13
1002394,m,36-45,6
1002395,m,36-45,7
1002396,f,18-25,0
1002397,f,36-45,11
1002398,m,26-35,0
1002399,m,36-45,17
1002401,m,26-35,4
1002402,m,46-50,17
1002404,m,18-25,7
1002405,m,51-55,8
1002406,f,55+,12
1002407,m,36-45,16
1002408,f,46-50,1
1002409,f,36-45,9
1002410,m,55+,7
1002411,f,36-45,14
1002414,m,26-35,1
1002415,m,26-35,7
1002416,m,46-50,7
1002418,f,0-17,10
1002419,m,26-35,0
1002420,m,51-55,7
1002421,m,36-45,7
1002423,f,46-50,9
1002424,m,26-35,17
1002425,f,36-45,14
1002426,m,55+,0
1002427,f,26-35,14
1002428,m,46-50,17
1002429,m,26-35,2
1002430,m,26-35,4
1002434,m,26-35,4
1002435,m,26-35,4
1002436,m,26-35,7
1002437,m,26-35,4
1002438,m,36-45,1
1002439,m,46-50,17
1002440,m,51-55,17
1002441,f,46-50,6
1002442,m,36-45,17
1002444,f,46-50,4
1002445,m,26-35,0
1002446,m,18-25,7
1002447,m,26-35,14
1002449,m,55+,13
1002451,m,46-50,12
1002452,m,46-50,7
1002453,m,26-35,7
1002454,m,18-25,0
1002455,m,36-45,7
1002456,m,26-35,5
1002457,m,26-35,0
1002458,m,26-35,7
1002459,m,51-55,7
1002460,f,51-55,1
1002461,m,18-25,4
1002462,m,36-45,1
1002463,m,26-35,7
1002464,f,18-25,4
1002465,m,51-55,6
1002466,m,26-35,15
1002467,m,0-17,10
1002468,m,51-55,1
1002469,m,26-35,4
1002472,m,26-35,18
1002473,m,26-35,12
1002474,m,26-35,12
1002475,f,26-35,18
1002476,m,51-55,12
1002477,m,46-50,0
1002478,m,51-55,1
1002479,f,26-35,1
1002480,f,18-25,20
1002481,m,36-45,14
1002482,f,51-55,3
1002483,m,55+,13
1002484,m,46-50,5
1002485,m,36-45,14
1002486,m,18-25,12
1002489,f,36-45,9
1002490,m,26-35,12
1002491,m,36-45,7
1002492,f,46-50,2
1002493,m,46-50,2
1002494,m,18-25,4
1002496,m,51-55,1
1002497,f,51-55,14
1002498,m,55+,18
1002499,m,51-55,0
1002500,m,55+,1
1002501,m,26-35,15
1002502,m,55+,13
1002503,m,36-45,17
1002504,m,26-35,7
1002505,m,26-35,7
1002506,f,26-35,14
1002507,m,26-35,4
1002508,f,36-45,3
1002509,m,26-35,5
1002510,m,26-35,7
1002511,m,26-35,7
1002512,f,46-50,14
1002513,m,55+,1
1002514,m,55+,14
1002516,f,46-50,6
1002517,f,36-45,9
1002518,m,26-35,7
1002519,f,46-50,2
1002520,f,55+,2
1002521,m,36-45,17
1002522,m,18-25,11
1002523,m,26-35,17
1002525,f,36-45,1
1002526,m,55+,13
1002528,m,55+,0
1002529,f,36-45,9
1002530,m,18-25,0
1002532,f,55+,13
1002533,f,26-35,3
1002535,f,55+,2
1002536,m,55+,13
1002537,m,36-45,11
1002538,m,55+,13
1002539,m,36-45,7
1002540,f,46-50,6
1002541,f,36-45,5
1002544,m,46-50,1
1002546,f,55+,13
1002547,f,36-45,0
1002548,f,36-45,6
1002550,m,51-55,7
1002551,m,26-35,12
1002552,f,26-35,9
1002554,m,26-35,1
1002555,m,55+,7
1002556,m,26-35,4
1002557,f,18-25,19
1002558,m,55+,17
1002559,m,18-25,10
1002560,f,46-50,6
1002561,m,26-35,15
1002564,f,36-45,20
1002565,m,36-45,5
1002566,m,36-45,17
1002567,m,26-35,0
1002568,m,26-35,17
1002569,m,46-50,0
1002570,f,55+,14
1002571,m,36-45,17
1002572,m,36-45,14
1002573,m,46-50,16
1002574,m,51-55,6
1002575,m,36-45,7
1002576,m,18-25,17
1002577,m,26-35,7
1002578,m,51-55,7
1002579,m,36-45,15
1002580,f,46-50,1
1002581,m,26-35,11
1002583,m,36-45,7
1002585,m,46-50,15
1002586,m,26-35,20
1002587,m,36-45,7
1002588,f,55+,13
1002589,m,26-35,0
1002590,m,18-25,4
1002592,m,51-55,7
1002593,m,55+,16
1002594,m,36-45,7
1002595,m,18-25,4
1002596,m,51-55,7
1002597,f,51-55,0
1002599,m,26-35,12
1002600,m,26-35,14
1002602,m,46-50,12
1002603,m,26-35,17
1002604,m,26-35,0
1002605,m,36-45,7
1002606,m,51-55,7
1002607,f,55+,0
1002608,f,26-35,1
1002610,m,46-50,7
1002611,m,26-35,3
1002613,m,36-45,1
1002614,m,26-35,7
1002617,f,46-50,15
1002620,m,18-25,4
1002621,m,18-25,0
1002622,f,36-45,6
1002624,f,36-45,0
1002625,m,36-45,7
1002627,m,26-35,1
1002628,f,26-35,2
1002629,m,26-35,11
1002630,f,18-25,5
1002631,f,51-55,1
1002632,m,55+,0
1002634,m,55+,1
1002636,m,18-25,12
1002637,f,36-45,20
1002638,m,26-35,14
1002639,f,26-35,6
1002641,m,26-35,6
1002642,m,26-35,0
1002643,m,46-50,17
1002644,m,18-25,15
1002645,m,26-35,7
1002646,m,46-50,17
1002647,f,36-45,11
1002648,m,26-35,17
1002649,m,26-35,16
1002650,m,46-50,7
1002651,m,55+,14
1002653,m,26-35,7
1002654,f,36-45,9
1002655,m,36-45,7
1002656,m,55+,13
1002657,f,0-17,10
1002659,m,36-45,14
1002660,m,55+,17
1002661,m,55+,13
1002663,f,26-35,4
